BPM: 140
Timestamp,Command,Params
0,Profile,Dawn 2
0,FireflyAgitation,2 2 2
3.4285625,FireflyAgitation,2 2 2
6.857145833333333,FireflyAgitation,2 2 2
10.285708333333334,FireflyAgitation,2 2 2
13.76893332698787,FireflyPulse,5 0.2
14.191662029986523,FireflyPulse,5 0.2
14.628975225488544,FireflyPulse,5 0.2
15,FireflyPulse,5 0.2
15.471536566318509,FireflyPulse,5 0.2
15.905953696653187,FireflyPulse,5 0.2
16.337433095153862,FireflyPulse,5 0.2
16.75,FireflyPulse,5 0.2
17.142854166666666,FireflyAgitation,2 2 2
